Praca;Programas;Nivel;Data;Diadasemana;Tdur;Ini;Fim;RAT;SHR
RJ;SOLANGE ALMEIDA;3;19/01/2020;Domingo;00:43;19:07:30;19:29:00;15,677259;31,090526
RJ;ARQUIVO CONFIDENCIAL;2;19/01/2020;Domingo;00:32;19:13:00;19:45:00;15,894155;31,343241
RJ;QUEM CHEGA LA;2;19/01/2020;Domingo;00:28;19:50:00;20:18:00;15,471256;29,77311
RJ;VIDEO CASSETADA;2;19/01/2020;Domingo;00:40;20:19:00;20:59:00;16,283442;29,842104
RJ;FILME 1;2;19/01/2020;Domingo;02:46;20:32:00;21:55:00;12,079329;36,882803
RJ;FANTASTICO;1;19/01/2020;Domingo;02:28;20:59:00;23:27:00;19,794037;34,516639
RJ;DINASTIAS;2;19/01/2020;Domingo;00:08;21:45:00;21:53:00;18,795298;32,369094
RJ;MULHERES FANTASTICAS;2;19/01/2020;Domingo;00:08;22:48:00;22:56:00;20,16938;35,521094
RJ;NA MIRA DA POLICIA;2;19/01/2020;Domingo;00:18;23:00:00;23:18:00;19,376252;35,246516
RJ;JOGOS VORAZES EM CHAMAS;3;19/01/2020;Domingo;02:05;23:27:00;01:32:00;11,514961;31,164836
RJ;DOMINGO MAIOR;1;19/01/2020;Domingo;02:05;23:27:00;01:32:00;11,514961;31,164836
RJ;CINEMACO;1;19/01/2020;Domingo;01:16;01:32:00;02:48:00;6,302018;31,599121
RJ;SUBSTITUTOS;3;19/01/2020;Domingo;01:16;01:32:00;02:48:00;6,302018;31,599121
RJ;COMO SOBREVIVER A UM ATAQUE...;3;19/01/2020;Domingo;01:12;02:48:00;04:00:00;5,075507;35,466725
RJ;CORUJAO;1;19/01/2020;Domingo;01:12;02:48:00;04:00:00;5,075507;35,466725
RJ;HORA UM;1;19/01/2020;Domingo;02:00;04:00:00;06:00:00;5,7702;47,901338
RJ;HORA UM CONT;1;20/01/2020;Segunda-feira;00:01;06:00:00;06:01:00;6,393134;52,745449
RJ;BOM DIA RIO;1;20/01/2020;Segunda-feira;01:58;06:01:00;07:59:00;9,543506;58,540695
RJ;BOM DIA BRASIL;1;20/01/2020;Segunda-feira;01:01;07:59:00;09:00:00;10,310733;47,222669
RJ;MAIS VOCE;1;20/01/2020;Segunda-feira;01:31;09:00:00;10:31:00;9,922894;35,486518
RJ;ENCONTRO F BERNARDES;1;20/01/2020;Segunda-feira;01:32;10:31:00;12:03:00;9,846992;29,820098
RJ;BEM ESTAR;2;20/01/2020;Segunda-feira;00:11;10:57:00;11:08:00;9,304508;28,890143
RJ;FATIMA BERNARDES E CONVIDADOS;3;20/01/2020;Segunda-feira;00:55;11:16:00;11:34:20;9,605937;29,433714
RJ;CONVIDADO;2;20/01/2020;Segunda-feira;00:55;11:16:00;11:34:20;9,605937;29,433714
RJ;ENCONTRO NO VERAO;2;20/01/2020;Segunda-feira;00:04;11:48:00;11:52:00;11,535606;32,298673
RJ;VERDADE OU MENTIRA;2;20/01/2020;Segunda-feira;00:07;11:52:00;11:59:00;12,260497;33,638764
RJ;RJTV 1A EDICAO;1;20/01/2020;Segunda-feira;01:00;12:03:00;13:03:00;18,817023;44,308635
RJ;GLOBO ESPORTE;1;20/01/2020;Segunda-feira;00:22;13:03:00;13:25:00;20,254781;44,58516
RJ;JORNAL HOJE;1;20/01/2020;Segunda-feira;00:54;13:25:00;14:19:00;20,196073;42,516407
RJ;SE JOGA;1;20/01/2020;Segunda-feira;00:57;14:19:00;15:16:00;14,609005;31,634672
RJ;SE JOGA NO BBB;2;20/01/2020;Segunda-feira;00:11;14:32:00;14:43:00;14,129674;30,51706
RJ;DOCE OU FAKE;2;20/01/2020;Segunda-feira;00:14;14:43:00;14:57:00;13,478598;29,413953
RJ;SESSAO DA TARDE;1;20/01/2020;Segunda-feira;01:26;15:16:00;16:42:00;14,825492;33,48474
RJ;OS SMURFS;3;20/01/2020;Segunda-feira;01:26;15:16:00;16:42:00;14,825492;33,48474
RJ;AVENIDA BRASIL;2;20/01/2020;Segunda-feira;01:18;16:42:00;18:00:00;21,400304;45,220718
RJ;VALE A PENA VER DE NOVO;1;20/01/2020;Segunda-feira;01:18;16:42:00;18:00:00;21,400304;45,220718
RJ;MALHACAO;1;20/01/2020;Segunda-feira;00:28;18:00:00;18:28:00;22,044413;43,557577
RJ;TODA FORMA DE AMAR;2;20/01/2020;Segunda-feira;00:28;18:00:00;18:28:00;22,044413;43,557577
RJ;ERAMOS SEIS;2;20/01/2020;Segunda-feira;00:44;18:28:00;19:12:00;23,226186;43,557147
RJ;NOVELA I;1;20/01/2020;Segunda-feira;00:44;18:28:00;19:12:00;23,226186;43,557147
RJ;RJTV 2A EDICAO;1;20/01/2020;Segunda-feira;00:22;19:12:00;19:34:00;28,255565;49,445236
RJ;BOM SUCESSO;2;20/01/2020;Segunda-feira;00:55;19:34:00;20:29:00;32,919027;54,526616
RJ;NOVELA II;1;20/01/2020;Segunda-feira;00:55;19:34:00;20:29:00;32,919027;54,526616
RJ;JORNAL NACIONAL;1;20/01/2020;Segunda-feira;00:51;20:29:00;21:20:00;32,92641;52,322085
RJ;FILME 1;2;20/01/2020;Segunda-feira;03:24;20:39:00;22:21:00;9,301721;34,280811
RJ;NOVELA III;1;20/01/2020;Segunda-feira;01:01;21:20:00;22:21:00;31,627797;48,743848
RJ;AMOR DE MAE;2;20/01/2020;Segunda-feira;01:01;21:20:00;22:21:00;31,627797;48,743848
RJ;TELA QUENTE;1;20/01/2020;Segunda-feira;02:07;22:21:00;00:28:00;23,224871;44,479479
RJ;RAINHA DE KATWE;3;20/01/2020;Segunda-feira;02:07;22:21:00;00:28:00;23,224871;44,479479
RJ;JORNAL DA GLOBO;1;20/01/2020;Segunda-feira;00:48;00:28:00;01:16:00;11,1327;38,05759
RJ;AGENTES DA S H I E L D;2;20/01/2020;Segunda-feira;00:46;01:16:00;02:02:00;7,126898;34,41868
RJ;SERIES AMERICANAS;1;20/01/2020;Segunda-feira;00:46;01:16:00;02:02:00;7,126898;34,41868
RJ;GABRIEL A VINGANCA DE UM ANJO;3;20/01/2020;Segunda-feira;01:58;02:02:00;04:00:00;5,275921;36,035341
RJ;CORUJAO;1;20/01/2020;Segunda-feira;01:58;02:02:00;04:00:00;5,275921;36,035341
RJ;HORA UM;1;20/01/2020;Segunda-feira;02:00;04:00:00;06:00:00;5,402923;43,771803
RJ;BOM DIA RIO;1;21/01/2020;Terça-feira;01:59;06:00:00;07:59:00;10,071813;58,583014
RJ;BOM DIA BRASIL;1;21/01/2020;Terça-feira;01:01;07:59:00;09:00:00;10,858516;48,229779
RJ;MAIS VOCE;1;21/01/2020;Terça-feira;01:31;09:00:00;10:31:00;9,173143;37,291017
RJ;ENCONTRO F BERNARDES;1;21/01/2020;Terça-feira;01:30;10:31:00;12:01:00;10,384323;34,533705
RJ;BEM ESTAR;2;21/01/2020;Terça-feira;00:10;10:55:00;11:05:00;10,398259;36,683492
RJ;ENCONTRO MALH TODA FORMA AMAR;2;21/01/2020;Terça-feira;00:18;11:09:00;11:27:00;10,18785;34,000514
RJ;CONVIDADO;2;21/01/2020;Terça-feira;00:32;11:18:20;11:29:00;10,3868;35,489182
RJ;FATIMA BERNARDES E CONVIDADOS;3;21/01/2020;Terça-feira;00:32;11:18:20;11:29:00;10,3868;35,489182
RJ;ENCONTRO NO VERAO;2;21/01/2020;Terça-feira;00:05;11:52:00;11:57:00;11,201968;33,18526
RJ;RJTV 1A EDICAO;1;21/01/2020;Terça-feira;01:00;12:01:00;13:01:00;17,304859;43,298192
RJ;GLOBO ESPORTE;1;21/01/2020;Terça-feira;00:24;13:01:00;13:25:00;18,878442;43,360176
RJ;JORNAL HOJE;1;21/01/2020;Terça-feira;00:56;13:25:00;14:21:00;16,632608;37,216695
RJ;SE JOGA;1;21/01/2020;Terça-feira;00:56;14:21:00;15:17:00;11,960672;28,629466
RJ;INVADINDO O CELULAR;2;21/01/2020;Terça-feira;00:14;14:34:00;14:48:00;12,152294;28,828322
RJ;SE JOGA NO BBB;2;21/01/2020;Terça-feira;00:17;14:48:00;15:05:00;11,35818;27,71121
RJ;SESSAO DA TARDE;1;21/01/2020;Terça-feira;01:32;15:17:00;16:49:00;12,897577;30,968918
RJ;ACAMPAMENTO DO PAPAI;3;21/01/2020;Terça-feira;01:32;15:17:00;16:49:00;12,897577;30,968918
RJ;VALE A PENA VER DE NOVO;1;21/01/2020;Terça-feira;01:10;16:49:00;17:59:00;20,294757;43,402292
RJ;AVENIDA BRASIL;2;21/01/2020;Terça-feira;01:10;16:49:00;17:59:00;20,294757;43,402292
RJ;MALHACAO;1;21/01/2020;Terça-feira;00:32;17:59:00;18:31:00;21,855675;43,934123
RJ;TODA FORMA DE AMAR;2;21/01/2020;Terça-feira;00:32;17:59:00;18:31:00;21,855675;43,934123
RJ;NOVELA I;1;21/01/2020;Terça-feira;00:41;18:31:00;19:12:00;25,582501;46,57375
RJ;ERAMOS SEIS;2;21/01/2020;Terça-feira;00:41;18:31:00;19:12:00;25,582501;46,57375
RJ;RJTV 2A EDICAO;1;21/01/2020;Terça-feira;00:22;19:12:00;19:34:00;28,598228;49,638075
RJ;NOVELA II;1;21/01/2020;Terça-feira;00:55;19:34:00;20:29:00;33,681084;54,772318
RJ;BOM SUCESSO;2;21/01/2020;Terça-feira;00:55;19:34:00;20:29:00;33,681084;54,772318
RJ;JORNAL NACIONAL;1;21/01/2020;Terça-feira;00:48;20:29:00;21:17:00;34,093295;52,376891
RJ;AMOR DE MAE;2;21/01/2020;Terça-feira;01:03;21:17:00;22:20:00;35,443555;53,128166
RJ;NOVELA III;1;21/01/2020;Terça-feira;01:03;21:17:00;22:20:00;35,443555;53,128166
RJ;BIG BROTHER BRASIL;1;21/01/2020;Terça-feira;01:02;22:20:00;23:22:00;27,81683;45,968006
RJ;FILME 1;2;21/01/2020;Terça-feira;03:31;22:47:00;23:57:20;8,217073;31,093695
RJ;FORA DE HORA;1;21/01/2020;Terça-feira;00:27;23:22:00;23:49:00;16,927558;33,10068
RJ;JORNAL DA GLOBO;1;21/01/2020;Terça-feira;00:41;23:49:00;00:30:00;11,289172;26,983451
RJ;AGENTES DA S H I E L D;2;21/01/2020;Terça-feira;01:27;00:30:00;01:57:00;8,173252;30,142159
RJ;SERIES AMERICANAS;1;21/01/2020;Terça-feira;01:27;00:30:00;01:57:00;8,173252;30,142159
RJ;CORUJAO;1;21/01/2020;Terça-feira;01:59;02:32:00;03:31:30;4,598532;31,367739
RJ;O XANGO DE BAKER STREET;3;21/01/2020;Terça-feira;01:59;02:32:00;03:31:30;4,598532;31,367739
RJ;BOL SELFIE BBB MAD;1;21/01/2020;Terça-feira;00:04;03:03:00;03:07:00;4,631651;32,336678
RJ;HORA UM;1;21/01/2020;Terça-feira;02:00;04:00:00;06:00:00;4,110842;38,944321
RJ;BOM DIA RIO;1;22/01/2020;Quarta-feira;01:59;06:00:00;7:59:00;10,049321;55,51774
RJ;BOM DIA BRASIL;1;22/01/2020;Quarta-feira;01:00;07:59:00;08:59:00;9,417076;42,95054
RJ;MAIS VOCE;1;22/01/2020;Quarta-feira;01:29;08:59:00;10:28:00;8,843442;34,049175
RJ;ENCONTRO F BERNARDES;1;22/01/2020;Quarta-feira;01:34;10:28:00;12:02:00;9,575148;32,005811
RJ;BEM ESTAR;2;22/01/2020;Quarta-feira;00:18;10:39:00;10:57:00;8,260848;28,975439
RJ;FATIMA BERNARDES E CONVIDADOS;3;22/01/2020;Quarta-feira;01:15;10:43:00;11:20:30;9,902037;32,701423
RJ;RJTV 1A EDICAO;1;22/01/2020;Quarta-feira;01:01;12:02:00;13:03:00;18,46104;43,845155
RJ;CONVIDADO;2;22/01/2020;Quarta-feira;01:23;12:03:00;12:30:40;10,062049;31,927829
RJ;GLOBO ESPORTE;1;22/01/2020;Quarta-feira;00:22;13:03:00;13:25:00;19,701362;43,510722
RJ;JORNAL HOJE;1;22/01/2020;Quarta-feira;00:54;13:25:00;14:19:00;16,838024;37,078711
RJ;SE JOGA;1;22/01/2020;Quarta-feira;00:57;14:19:00;15:16:00;11,893467;27,73842
RJ;INVADINDO O CELULAR;2;22/01/2020;Quarta-feira;00:17;14:26:00;14:43:00;11,44253;26,798287
RJ;ROBERTA MIRANDA;3;22/01/2020;Quarta-feira;00:08;14:43:00;14:51:00;11,562165;26,831593
RJ;SESSAO DA TARDE;1;22/01/2020;Quarta-feira;01:30;15:16:00;16:46:00;11,168117;27,216186
RJ;PROFESSOR PESO PESADO;3;22/01/2020;Quarta-feira;01:30;15:16:00;16:46:00;11,168117;27,216186
RJ;AVENIDA BRASIL;2;22/01/2020;Quarta-feira;01:14;16:46:00;18:00:00;20,157517;42,414899
RJ;VALE A PENA VER DE NOVO;1;22/01/2020;Quarta-feira;01:14;16:46:00;18:00:00;20,157517;42,414899
RJ;MALHACAO;1;22/01/2020;Quarta-feira;00:30;18:00:00;18:30:00;22,402286;42,548293
RJ;TODA FORMA DE AMAR;2;22/01/2020;Quarta-feira;00:30;18:00:00;18:30:00;22,402286;42,548293
RJ;ERAMOS SEIS;2;22/01/2020;Quarta-feira;00:46;18:30:00;19:16:00;25,178976;45,267326
RJ;NOVELA I;1;22/01/2020;Quarta-feira;00:46;18:30:00;19:16:00;25,178976;45,267326
RJ;RJTV 2A EDICAO;1;22/01/2020;Quarta-feira;00:26;19:16:00;19:42:00;31,329611;52,993672
RJ;BOM SUCESSO;2;22/01/2020;Quarta-feira;00:47;19:42:00;20:29:00;35,644695;57,174687
RJ;NOVELA II;1;22/01/2020;Quarta-feira;00:47;19:42:00;20:29:00;35,644695;57,174687
RJ;JORNAL NACIONAL;1;22/01/2020;Quarta-feira;00:47;20:29:00;21:16:00;34,025366;52,269724
RJ;AMOR DE MAE;2;22/01/2020;Quarta-feira;01:02;21:16:00;22:18:00;34,978081;51,922668
RJ;NOVELA III;1;22/01/2020;Quarta-feira;01:02;21:16:00;22:18:00;34,978081;51,922668
RJ;BIG BROTHER BRASIL;1;22/01/2020;Quarta-feira;00:44;22:18:00;23:02:00;27,03213;43,490459
RJ;FILME 1;2;22/01/2020;Quarta-feira;03:11;22:57:40;00:01:20;8,02014;29,968817
RJ;A VIGILANTE DO AMANHA GHOST...;3;22/01/2020;Quarta-feira;01:43;23:02:00;00:45:00;15,338166;33,276816
RJ;CINEMA ESPECIAL NOT;1;22/01/2020;Quarta-feira;01:43;23:02:00;00:45:00;15,338166;33,276816
RJ;JORNAL DA GLOBO;1;22/01/2020;Quarta-feira;00:42;00:45:00;01:27:00;10,69943;36,254791
RJ;SERIES AMERICANAS;1;22/01/2020;Quarta-feira;00:46;01:27:00;02:13:00;7,089966;33,551524
RJ;AGENTES DA S H I E L D;2;22/01/2020;Quarta-feira;00:46;01:27:00;02:13:00;7,089966;33,551524
RJ;CORUJAO;1;22/01/2020;Quarta-feira;01:41;02:48:30;03:39:00;5,215011;37,136272
RJ;FORCA DE VIVER;3;22/01/2020;Quarta-feira;01:41;02:48:30;03:39:00;5,215011;37,136272
RJ;BOL SELFIE BBB MAD;1;22/01/2020;Quarta-feira;00:06;03:18:00;03:24:00;5,252754;40,042592
RJ;HORA UM;1;22/01/2020;Quarta-feira;02:00;04:00:00;06:00:00;4,250614;40,208505
RJ;BOM DIA RIO;1;23/01/2020;Quinta-feira;01:59;06:00:00;07:59:00;10,386455;58,052537
RJ;BOM DIA BRASIL;1;23/01/2020;Quinta-feira;01:01;07:59:00;09:00:00;11,548868;47,352467
RJ;MAIS VOCE;1;23/01/2020;Quinta-feira;01:29;09:00:00;10:29:00;9,297254;32,794486
RJ;ENCONTRO F BERNARDES;1;23/01/2020;Quinta-feira;01:32;10:29:00;12:01:00;10,184156;29,712578
RJ;BEM ESTAR;2;23/01/2020;Quinta-feira;00:09;10:51:00;11:00:00;9,837909;29,463058
RJ;TO QUERENDO SABER;2;23/01/2020;Quinta-feira;00:19;11:06:00;11:25:00;9,823165;28,543613
RJ;FATIMA BERNARDES E CONVIDADOS;3;23/01/2020;Quinta-feira;00:49;11:14:20;11:30:40;10,367155;30,254311
RJ;RJTV 1A EDICAO;1;23/01/2020;Quinta-feira;01:00;12:01:00;13:01:00;17,86225;40,749072
RJ;CONVIDADO;2;23/01/2020;Quinta-feira;01:07;12:08:00;12:24:45;10,715767;28,678688
RJ;GLOBO ESPORTE;1;23/01/2020;Quinta-feira;00:24;13:01:00;13:25:00;17,702303;38,293325
RJ;JORNAL HOJE;1;23/01/2020;Quinta-feira;00:55;13:25:00;14:20:00;16,279984;34,595386
RJ;SE JOGA;1;23/01/2020;Quinta-feira;00:57;14:20:00;15:17:00;11,932331;25,957547
RJ;COISAS DO CORACAO;2;23/01/2020;Quinta-feira;00:09;14:36:00;14:45:00;11,939816;25,845452
RJ;LUIS MIRANDA;3;23/01/2020;Quinta-feira;00:18;14:49:00;15:07:00;11,664766;25,469517
RJ;CEGONHAS A HISTORIA QUE NAO...;3;23/01/2020;Quinta-feira;01:27;15:17:00;16:44:00;12,815575;27,938007
RJ;SESSAO DA TARDE;1;23/01/2020;Quinta-feira;01:27;15:17:00;16:44:00;12,815575;27,938007
RJ;VALE A PENA VER DE NOVO;1;23/01/2020;Quinta-feira;01:05;16:44:00;17:49:00;21,324147;40,708105
RJ;AVENIDA BRASIL;2;23/01/2020;Quinta-feira;01:05;16:44:00;17:49:00;21,324147;40,708105
RJ;TODA FORMA DE AMAR;2;23/01/2020;Quinta-feira;00:31;17:49:00;18:20:00;22,212846;40,072632
RJ;MALHACAO;1;23/01/2020;Quinta-feira;00:31;17:49:00;18:20:00;22,212846;40,072632
RJ;ERAMOS SEIS;2;23/01/2020;Quinta-feira;00:46;18:20:00;19:06:00;25,043288;42,587499
RJ;NOVELA I;1;23/01/2020;Quinta-feira;00:46;18:20:00;19:06:00;25,043288;42,587499
RJ;RJTV 2A EDICAO;1;23/01/2020;Quinta-feira;00:24;19:06:00;19:30:00;30,901598;48,614858
RJ;NOVELA II;1;23/01/2020;Quinta-feira;00:59;19:30:00;20:29:00;37,208906;54,878182
RJ;BOM SUCESSO;2;23/01/2020;Quinta-feira;00:59;19:30:00;20:29:00;37,208906;54,878182
RJ;JORNAL NACIONAL;1;23/01/2020;Quinta-feira;00:48;20:29:00;21:17:00;33,373721;48,781763
RJ;AMOR DE MAE;2;23/01/2020;Quinta-feira;01:07;21:17:00;22:24:00;32,567512;48,260552
RJ;NOVELA III;1;23/01/2020;Quinta-feira;01:07;21:17:00;22:24:00;32,567512;48,260552
RJ;BIG BROTHER BRASIL;1;23/01/2020;Quinta-feira;00:50;22:24:00;23:14:00;25,682615;43,292959
RJ;FILME 1;2;23/01/2020;Quinta-feira;03:12;22:49:00;23:53:00;8,287302;28,661749
RJ;LADY NIGHT;2;23/01/2020;Quinta-feira;00:45;23:14:00;23:59:00;14,405764;29,403315
RJ;SHOW DE QUINTA FEIRA 2;1;23/01/2020;Quinta-feira;00:45;23:14:00;23:59:00;14,405764;29,403315
RJ;JORNAL DA GLOBO;1;23/01/2020;Quinta-feira;00:44;23:59:00;00:43:00;8,058979;22,064054
RJ;SERIES AMERICANAS;1;23/01/2020;Quinta-feira;01:26;00:43:00;02:09:00;5,955786;24,161702
RJ;AGENTES DA S H I E L D;2;23/01/2020;Quinta-feira;01:26;00:43:00;02:09:00;5,955786;24,161702
RJ;A ESTRANHA PERFEITA;3;23/01/2020;Quinta-feira;01:45;02:35:00;03:27:30;4,535304;30,512408
RJ;CORUJAO;1;23/01/2020;Quinta-feira;01:45;02:35:00;03:27:30;4,535304;30,512408
RJ;BOL SELFIE BBB MAD;1;23/01/2020;Quinta-feira;00:06;02:55:00;03:01:00;4,467541;30,091543
RJ;HORA UM;1;23/01/2020;Quinta-feira;02:00;04:00:00;06:00:00;5,026597;43,713066
RJ;BOM DIA RIO;1;24/01/2020;Sexta-feira;01:59;06:00:00;07:59:00;10,574921;58,0375
RJ;BOM DIA BRASIL;1;24/01/2020;Sexta-feira;01:02;07:59:00;09:01:00;11,513563;47,725211
RJ;MAIS VOCE;1;24/01/2020;Sexta-feira;01:32;09:01:00;10:33:00;8,760853;30,716007
RJ;ENCONTRO F BERNARDES;1;24/01/2020;Sexta-feira;01:29;10:33:00;12:02:00;9,809984;28,949323
RJ;BEM ESTAR;2;24/01/2020;Sexta-feira;00:09;10:59:00;11:08:00;9,608586;29,117554
RJ;ENCONTRO NO CARNAVAL;2;24/01/2020;Sexta-feira;00:14;11:12:00;11:26:00;9,920155;29,10504
RJ;CONVIDADO;2;24/01/2020;Sexta-feira;00:54;11:17:20;11:35:20;9,843675;28,99621
RJ;FATIMA BERNARDES E CONVIDADOS;3;24/01/2020;Sexta-feira;00:54;11:17:20;11:35:20;9,843675;28,99621
RJ;POESIA COM RAPADURA;2;24/01/2020;Sexta-feira;00:04;11:48:00;11:52:00;9,563116;27,34321
RJ;RJTV 1A EDICAO;1;24/01/2020;Sexta-feira;00:58;12:02:00;13:00:00;16,382185;38,965721
RJ;GLOBO ESPORTE;1;24/01/2020;Sexta-feira;00:25;13:00:00;13:25:00;17,066323;38,278631
RJ;JORNAL HOJE;1;24/01/2020;Sexta-feira;00:52;13:25:00;14:17:00;14,858202;34,185184
RJ;SE JOGA;1;24/01/2020;Sexta-feira;00:56;14:17:00;15:13:00;11,957913;27,272207
RJ;ACONTECEU NO CARNAVAL;2;24/01/2020;Sexta-feira;00:08;14:38:00;14:46:00;11,7552;26,768062
RJ;MONTA PALAVRAS;2;24/01/2020;Sexta-feira;00:08;14:46:00;14:54:00;11,529002;26,315996
RJ;CIDA LAMOUNIER VERAO;2;24/01/2020;Sexta-feira;00:09;14:54:00;15:03:00;11,013397;25,164096
RJ;VIAGEM AO CENTRO DA TERRA...;3;24/01/2020;Sexta-feira;01:26;15:13:00;16:39:00;12,68765;28,603202
RJ;SESSAO DA TARDE;1;24/01/2020;Sexta-feira;01:26;15:13:00;16:39:00;12,68765;28,603202
RJ;AVENIDA BRASIL;2;24/01/2020;Sexta-feira;01:02;16:39:00;17:41:00;20,864434;41,291574
RJ;VALE A PENA VER DE NOVO;1;24/01/2020;Sexta-feira;01:02;16:39:00;17:41:00;20,864434;41,291574
RJ;TODA FORMA DE AMAR;2;24/01/2020;Sexta-feira;00:29;17:41:00;18:10:00;21,678485;41,559348
RJ;MALHACAO;1;24/01/2020;Sexta-feira;00:29;17:41:00;18:10:00;21,678485;41,559348
RJ;ERAMOS SEIS;2;24/01/2020;Sexta-feira;00:47;18:10:00;18:57:00;24,052466;43,348157
RJ;NOVELA I;1;24/01/2020;Sexta-feira;00:47;18:10:00;18:57:00;24,052466;43,348157
RJ;RJTV 2A EDICAO;1;24/01/2020;Sexta-feira;00:22;18:57:00;19:19:00;28,210733;48,321041
RJ;NOVELA II;1;24/01/2020;Sexta-feira;01:05;19:19:00;20:24:00;36,139262;56,7204
RJ;BOM SUCESSO;2;24/01/2020;Sexta-feira;01:05;19:19:00;20:24:00;36,139262;56,7204
RJ;SALV QUEM PUD APRES ESP;1;24/01/2020;Sexta-feira;00:06;20:24:00;20:30:00;38,321144;58,257841
RJ;JORNAL NACIONAL;1;24/01/2020;Sexta-feira;00:49;20:30:00;21:19:00;32,882203;50,461256
RJ;NOVELA III;1;24/01/2020;Sexta-feira;01:05;21:19:00;22:24:00;31,689606;50,192459
RJ;AMOR DE MAE;2;24/01/2020;Sexta-feira;01:05;21:19:00;22:24:00;31,689606;50,192459
RJ;BIG BROTHER BRASIL;1;24/01/2020;Sexta-feira;00:40;22:24:00;23:04:00;24,29984;42,588553
RJ;FILME 1;2;24/01/2020;Sexta-feira;02:44;22:44:20;23:39:00;9,14032;29,501319
RJ;JOGO DE ESPIOES;2;24/01/2020;Sexta-feira;00:47;23:04:00;23:51:00;13,994527;28,566096
RJ;SESSAO GLOBOPLAY;1;24/01/2020;Sexta-feira;00:47;23:04:00;23:51:00;13,994527;28,566096
RJ;JORNAL DA GLOBO;1;24/01/2020;Sexta-feira;00:53;23:51:00;00:44:00;9,431636;23,437091
RJ;SERIES AMERICANAS;1;24/01/2020;Sexta-feira;01:25;00:44:00;02:09:00;6,286589;24,300627
RJ;AGENTES DA S H I E L D;2;24/01/2020;Sexta-feira;01:25;00:44:00;02:09:00;6,286589;24,300627
RJ;ABRAHAM LINCOLN CACADOR DE...;3;24/01/2020;Sexta-feira;01:18;02:30:00;03:09:00;5,229162;32,206627
RJ;CORUJAO;1;24/01/2020;Sexta-feira;03:45;02:30:00;04:22:30;4,453923;35,860362
RJ;BOL SELFIE BBB MAD;1;24/01/2020;Sexta-feira;00:06;02:45:00;02:51:00;5,661647;34,013937
RJ;FILME 2;2;24/01/2020;Sexta-feira;01:19;03:33:00;04:52:00;4,425013;39,770163
RJ;CHOCOLATE CITY;3;24/01/2020;Sexta-feira;01:19;03:33:00;04:52:00;4,425013;39,770163
RJ;AS AVENTURAS DOS 7 ANOES;3;24/01/2020;Sexta-feira;01:08;04:52:00;06:00:00;3,598264;37,694422
RJ;FILME 3;2;24/01/2020;Sexta-feira;01:08;04:52:00;06:00:00;3,598264;37,694422
RJ;AS AVENTURAS DOS 7 ANOES;3;25/01/2020;Sábado;00:08;06:00:00;06:08:00;2,919872;27,192114
RJ;CORUJAO CONT;1;25/01/2020;Sábado;00:08;06:00:00;06:08:00;2,919872;27,192114
RJ;VIA BRASIL;1;25/01/2020;Sábado;00:51;06:08:00;06:59:00;3,896483;30,34563
RJ;COMO SERA;1;25/01/2020;Sábado;01:01;06:59:00;08:00:00;5,038883;29,56336
RJ;HOJE E DIA DE;2;25/01/2020;Sábado;00:25;07:25:20;07:33:40;5,073925;30,085925
RJ;ALUNO NOTA 11;2;25/01/2020;Sábado;00:07;07:38:00;07:45:00;5,092585;27,725544
RJ;E DE CASA;1;25/01/2020;Sábado;01:50;08:00:00;09:50:00;5,64086;25,016025
RJ;FUTEBOL MAT;1;25/01/2020;Sábado;02:23;09:50:00;12:13:00;7,065849;24,520237
RJ;FUT COPA SAO PAULO JR VIVO;2;25/01/2020;Sábado;02:09;10:02:00;12:11:00;7,098955;24,405794
RJ;INTER RS X GREMIO;3;25/01/2020;Sábado;02:09;10:02:00;12:11:00;7,098955;24,405794
RJ;RJTV 1A EDICAO;1;25/01/2020;Sábado;00:39;12:13:00;12:52:00;13,782763;37,955416
RJ;GLOBO ESPORTE;1;25/01/2020;Sábado;00:23;12:52:00;13:15:00;15,110687;40,267616
RJ;JORNAL HOJE;1;25/01/2020;Sábado;00:39;13:15:00;13:54:00;16,291424;42,199622
RJ;MELHOR ESCOL PROF RAIMUNDO;1;25/01/2020;Sábado;01:05;13:54:00;14:59:00;16,182371;38,864541
RJ;SO TOCA TOP VERAO;1;25/01/2020;Sábado;00:46;14:59:00;15:45:00;17,020698;39,786583
RJ;CALDEIRAO DO HUCK;1;25/01/2020;Sábado;02:33;15:45:00;18:18:00;16,0069;38,457045
RJ;O CALDEIRAO DE HOJE E COM VOCE;2;25/01/2020;Sábado;00:11;15:49:00;16:00:00;15,206676;35,753723
RJ;MUSICAL;2;25/01/2020;Sábado;00:12;16:00:00;16:12:00;15,096501;35,402071
RJ;LEO SANTANA;3;25/01/2020;Sábado;00:12;16:00:00;16:12:00;15,096501;35,402071
RJ;GONGA LA GONGA;2;25/01/2020;Sábado;00:45;16:17:00;17:02:00;15,239037;36,420304
RJ;THE WALL;2;25/01/2020;Sábado;01:11;17:07:00;18:18:00;16,902521;41,059724
RJ;FILME 3;2;25/01/2020;Sábado;00:58;17:35:00;18:04:00;3,647194;32,790021
RJ;ERAMOS SEIS;2;25/01/2020;Sábado;00:44;18:18:00;19:02:00;20,623895;44,391023
RJ;NOVELA I;1;25/01/2020;Sábado;00:44;18:18:00;19:02:00;20,623895;44,391023
