Praca;Programas;Nivel;Data;Diadasemana;Tdur;Ini;Fim;RAT;SHR
RJ;TODA FORMA DE AMAR;2;10/06/2019;Segunda-feira;00:30;17:59:00;18:29:00;21,497022;35,373531
RJ;TODA FORMA DE AMAR;2;11/06/2019;Terça-feira;00:30;18:01:00;18:31:00;19,834843;34,631713
RJ;TODA FORMA DE AMAR;2;12/06/2019;Quarta-feira;00:29;17:42:00;18:11:00;18,274572;34,034124
RJ;TODA FORMA DE AMAR;2;13/06/2019;Quinta-feira;00:31;17:52:00;18:23:00;19,70635;33,918938
RJ;TODA FORMA DE AMAR;2;14/06/2019;Sexta-feira;00:29;17:30:30;17:45:00;17,933084;35,331892
RJ;TODA FORMA DE AMAR;2;17/06/2019;Segunda-feira;00:30;17:56:00;18:26:00;21,717162;35,426588
RJ;TODA FORMA DE AMAR;2;18/06/2019;Terça-feira;00:24;17:57:00;18:21:00;23,435641;38,155711
RJ;TODA FORMA DE AMAR;2;19/06/2019;Quarta-feira;00:30;17:37:00;18:07:00;18,453929;35,762378
RJ;TODA FORMA DE AMAR;2;20/06/2019;Quinta-feira;00:29;18:00:00;18:29:00;20,395241;35,487316
RJ;TODA FORMA DE AMAR;2;21/06/2019;Sexta-feira;00:29;18:04:00;18:33:00;21,496102;37,127864
RJ;TODA FORMA DE AMAR;2;24/06/2019;Segunda-feira;00:30;18:03:00;18:33:00;20,739933;35,182862
RJ;TODA FORMA DE AMAR;2;25/06/2019;Terça-feira;00:31;17:52:00;18:23:00;18,953699;33,773968
RJ;TODA FORMA DE AMAR;2;26/06/2019;Quarta-feira;00:29;18:04:00;18:33:00;20,798017;35,647452
RJ;TODA FORMA DE AMAR;2;27/06/2019;Quinta-feira;00:31;17:36:00;18:07:00;19,131807;34,519161
RJ;TODA FORMA DE AMAR;2;28/06/2019;Sexta-feira;00:30;18:01:00;18:31:00;18,675459;33,770984
RJ;TODA FORMA DE AMAR;2;01/07/2019;Segunda-feira;00:31;17:57:00;18:28:00;20,647154;36,267537
RJ;TODA FORMA DE AMAR;2;02/07/2019;Terça-feira;00:31;17:40:00;18:11:00;19,675199;35,046201
RJ;TODA FORMA DE AMAR;2;03/07/2019;Quarta-feira;00:30;18:05:00;18:35:00;21,117676;35,802336
RJ;TODA FORMA DE AMAR;2;04/07/2019;Quinta-feira;00:31;17:51:00;18:22:00;20,60728;35,209412
RJ;TODA FORMA DE AMAR;2;05/07/2019;Sexta-feira;00:30;17:55:00;18:25:00;22,137171;37,516514
RJ;TODA FORMA DE AMAR;2;08/07/2019;Segunda-feira;00:30;17:56:00;18:26:00;22,223887;37,263465
RJ;TODA FORMA DE AMAR;2;09/07/2019;Terça-feira;00:31;17:53:00;18:24:00;20,530057;35,553868
RJ;TODA FORMA DE AMAR;2;10/07/2019;Quarta-feira;00:31;17:33:00;18:04:00;18,837477;35,923995
RJ;TODA FORMA DE AMAR;2;11/07/2019;Quinta-feira;00:29;17:55:00;18:24:00;20,62624;36,518902
RJ;TODA FORMA DE AMAR;2;12/07/2019;Sexta-feira;00:28;18:00:00;18:28:00;19,734491;36,173024
RJ;TODA FORMA DE AMAR;2;15/07/2019;Segunda-feira;00:30;18:02:00;18:32:00;20,311238;34,166856
RJ;TODA FORMA DE AMAR;2;16/07/2019;Terça-feira;00:30;17:58:00;18:28:00;22,968546;35,485328
RJ;TODA FORMA DE AMAR;2;17/07/2019;Quarta-feira;00:31;17:39:00;18:10:00;20,435343;35,731632
RJ;TODA FORMA DE AMAR;2;18/07/2019;Quinta-feira;00:33;17:51:00;18:24:00;19,832305;35,235049
RJ;TODA FORMA DE AMAR;2;19/07/2019;Sexta-feira;00:30;17:56:00;18:26:00;18,075005;33,502208
RJ;TODA FORMA DE AMAR;2;22/07/2019;Segunda-feira;00:33;18:00:00;18:33:00;21,549976;38,066996
RJ;TODA FORMA DE AMAR;2;23/07/2019;Terça-feira;00:32;18:01:00;18:33:00;22,524715;38,292254
RJ;TODA FORMA DE AMAR;2;24/07/2019;Quarta-feira;00:32;17:40:00;18:12:00;19,719186;36,463154
RJ;TODA FORMA DE AMAR;2;25/07/2019;Quinta-feira;00:32;17:48:00;18:20:00;22,492897;40,50544
RJ;TODA FORMA DE AMAR;2;26/07/2019;Sexta-feira;00:30;17:40:00;18:10:00;18,262218;36,353159
RJ;TODA FORMA DE AMAR;2;29/07/2019;Segunda-feira;00:30;17:55:00;18:25:00;22,464698;38,242187
RJ;TODA FORMA DE AMAR;2;30/07/2019;Terça-feira;00:30;17:53:00;18:23:00;21,825277;37,806688
RJ;TODA FORMA DE AMAR;2;31/07/2019;Quarta-feira;00:32;17:38:00;18:10:00;21,658572;38,827327
RJ;TODA FORMA DE AMAR;2;01/08/2019;Quinta-feira;00:33;17:57:00;18:30:00;21,560211;37,455239
RJ;TODA FORMA DE AMAR;2;02/08/2019;Sexta-feira;00:31;17:57:00;18:28:00;18,597155;36,872851
RJ;TODA FORMA DE AMAR;2;05/08/2019;Segunda-feira;00:31;17:52:00;18:23:00;22,394445;36,192568
RJ;TODA FORMA DE AMAR;2;06/08/2019;Terça-feira;00:30;17:57:00;18:27:00;20,275387;35,301749
RJ;TODA FORMA DE AMAR;2;07/08/2019;Quarta-feira;00:29;17:36:00;18:05:00;19,623039;36,888123
RJ;TODA FORMA DE AMAR;2;08/08/2019;Quinta-feira;00:31;17:52:00;18:23:00;20,205189;37,753987
RJ;TODA FORMA DE AMAR;2;09/08/2019;Sexta-feira;00:32;17:49:00;18:21:00;19,980936;38,135636
RJ;TODA FORMA DE AMAR;2;12/08/2019;Segunda-feira;00:30;18:01:00;18:31:00;22,1847;38,892904
RJ;TODA FORMA DE AMAR;2;13/08/2019;Terça-feira;00:30;17:57:00;18:27:00;23,782838;37,645579
RJ;TODA FORMA DE AMAR;2;14/08/2019;Quarta-feira;00:32;17:35:00;18:07:00;23,555156;39,43643
RJ;TODA FORMA DE AMAR;2;15/08/2019;Quinta-feira;00:29;17:58:00;18:27:00;23,157095;40,097639
RJ;TODA FORMA DE AMAR;2;16/08/2019;Sexta-feira;00:28;17:57:00;18:25:00;21,272203;38,268683
RJ;TODA FORMA DE AMAR;2;19/08/2019;Segunda-feira;00:28;18:01:00;18:29:00;25,417366;39,998483
RJ;TODA FORMA DE AMAR;2;20/08/2019;Terça-feira;00:30;17:55:00;18:25:00;26,415277;40,676378
RJ;TODA FORMA DE AMAR;2;21/08/2019;Quarta-feira;00:28;17:44:00;18:12:00;23,665051;40,52194
RJ;TODA FORMA DE AMAR;2;22/08/2019;Quinta-feira;00:31;17:52:00;18:23:00;24,517426;39,596413
RJ;TODA FORMA DE AMAR;2;23/08/2019;Sexta-feira;00:28;18:00:00;18:28:00;23,606397;39,862738
RJ;TODA FORMA DE AMAR;2;26/08/2019;Segunda-feira;00:28;17:58:00;18:26:00;24,603849;40,26904
RJ;TODA FORMA DE AMAR;2;27/08/2019;Terça-feira;00:28;18:03:00;18:31:00;22,365943;38,072273
RJ;TODA FORMA DE AMAR;2;28/08/2019;Quarta-feira;00:28;17:45:00;18:13:00;23,479003;42,191229
RJ;TODA FORMA DE AMAR;2;29/08/2019;Quinta-feira;00:29;17:55:00;18:24:00;22,990785;40,309684
RJ;TODA FORMA DE AMAR;2;30/08/2019;Sexta-feira;00:29;17:58:00;18:27:00;20,793294;42,380149
RJ;TODA FORMA DE AMAR;2;02/09/2019;Segunda-feira;00:30;18:01:00;18:31:00;25,139339;42,021048
RJ;TODA FORMA DE AMAR;2;03/09/2019;Terça-feira;00:27;18:00:00;18:27:00;25,711042;42,359972
RJ;TODA FORMA DE AMAR;2;04/09/2019;Quarta-feira;00:29;17:39:00;18:08:00;21,216329;36,763924
RJ;TODA FORMA DE AMAR;2;05/09/2019;Quinta-feira;00:29;17:55:00;18:24:00;22,553871;38,171524
RJ;TODA FORMA DE AMAR;2;06/09/2019;Sexta-feira;00:31;17:25:00;17:56:00;18,622788;36,397947
RJ;TODA FORMA DE AMAR;2;09/09/2019;Segunda-feira;00:30;18:01:00;18:31:00;23,152814;41,481887
RJ;TODA FORMA DE AMAR;2;10/09/2019;Terça-feira;00:27;17:55:00;18:22:00;21,288673;41,84496
RJ;TODA FORMA DE AMAR;2;11/09/2019;Quarta-feira;00:29;17:41:00;18:10:00;20,295967;40,988483
RJ;TODA FORMA DE AMAR;2;12/09/2019;Quinta-feira;00:29;17:55:00;18:24:00;20,630548;39,206496
RJ;TODA FORMA DE AMAR;2;13/09/2019;Sexta-feira;00:31;17:51:00;18:22:00;20,486785;38,072594
RJ;TODA FORMA DE AMAR;2;16/09/2019;Segunda-feira;00:29;18:02:00;18:31:00;23,114845;42,526662
RJ;TODA FORMA DE AMAR;2;17/09/2019;Terça-feira;00:32;17:58:00;18:30:00;22,802711;43,783283
RJ;TODA FORMA DE AMAR;2;18/09/2019;Quarta-feira;00:30;17:41:00;18:11:00;19,336419;37,81071
RJ;TODA FORMA DE AMAR;2;19/09/2019;Quinta-feira;00:33;17:49:00;18:22:00;20,105259;40,012877
RJ;TODA FORMA DE AMAR;2;20/09/2019;Sexta-feira;00:31;17:53:00;18:24:00;20,319199;40,832591
RJ;TODA FORMA DE AMAR;2;23/09/2019;Segunda-feira;00:31;17:54:00;18:25:00;23,2047;40,780826
RJ;TODA FORMA DE AMAR;2;24/09/2019;Terça-feira;00:29;18:03:00;18:32:00;24,078253;40,962826
RJ;TODA FORMA DE AMAR;2;25/09/2019;Quarta-feira;00:32;17:36:00;18:08:00;22,771456;40,405359
RJ;TODA FORMA DE AMAR;2;26/09/2019;Quinta-feira;00:32;17:50:00;18:22:00;25,605926;41,397713
RJ;TODA FORMA DE AMAR;2;27/09/2019;Sexta-feira;00:35;17:41:00;18:16:00;19,614429;40,879832
RJ;TODA FORMA DE AMAR;2;30/09/2019;Segunda-feira;00:30;17:59:00;18:29:00;24,622897;42,83056
RJ;ERAMOS SEIS;2;30/09/2019;Segunda-feira;00:51;18:29:00;19:20:00;28,72914;45,619362
RJ;TODA FORMA DE AMAR;2;01/10/2019;Terça-feira;00:29;18:04:00;18:33:00;22,461669;41,61857
RJ;ERAMOS SEIS;2;01/10/2019;Terça-feira;00:45;18:33:00;19:18:00;26,30581;45,546233
RJ;TODA FORMA DE AMAR;2;02/10/2019;Quarta-feira;00:32;17:37:00;18:09:00;20,123494;41,061067
RJ;ERAMOS SEIS;2;02/10/2019;Quarta-feira;00:43;18:09:00;18:52:00;22,681981;41,602191
RJ;TODA FORMA DE AMAR;2;03/10/2019;Quinta-feira;00:33;17:52:00;18:25:00;21,212819;40,159919
RJ;ERAMOS SEIS;2;03/10/2019;Quinta-feira;00:49;18:25:00;19:14:00;24,759591;41,854447
RJ;TODA FORMA DE AMAR;2;04/10/2019;Sexta-feira;00:33;17:52:00;18:25:00;19,775317;39,995631
RJ;ERAMOS SEIS;2;04/10/2019;Sexta-feira;00:51;18:25:00;19:16:00;23,732694;42,76878
RJ;ERAMOS SEIS;2;05/10/2019;Sábado;00:43;18:40:00;19:23:00;19,884031;39,329847
RJ;AVENIDA BRASIL;2;07/10/2019;Segunda-feira;00:37;16:48:00;17:25:00;23,557749;49,63724
RJ;TODA FORMA DE AMAR;2;07/10/2019;Segunda-feira;00:30;18:02:00;18:32:00;24,686118;43,571157
RJ;ERAMOS SEIS;2;07/10/2019;Segunda-feira;00:42;18:32:00;19:14:00;27,620556;45,203914
RJ;AVENIDA BRASIL;2;08/10/2019;Terça-feira;00:34;16:40:00;17:14:00;24,463693;47,880035
RJ;TODA FORMA DE AMAR;2;08/10/2019;Terça-feira;00:32;17:55:00;18:27:00;25,672027;42,33723
RJ;ERAMOS SEIS;2;08/10/2019;Terça-feira;00:48;18:27:00;19:15:00;26,888193;42,703297
RJ;AVENIDA BRASIL;2;09/10/2019;Quarta-feira;00:43;16:37:00;17:20:00;26,755572;49,948486
RJ;TODA FORMA DE AMAR;2;09/10/2019;Quarta-feira;00:33;17:38:00;18:11:00;25,450437;43,887933
RJ;ERAMOS SEIS;2;09/10/2019;Quarta-feira;00:39;18:11:00;18:50:00;26,687612;43,85188
RJ;AVENIDA BRASIL;2;10/10/2019;Quinta-feira;00:30;16:39:00;17:09:00;22,379791;48,474968
RJ;TODA FORMA DE AMAR;2;10/10/2019;Quinta-feira;00:31;17:53:00;18:24:00;23,664033;43,696953
RJ;ERAMOS SEIS;2;10/10/2019;Quinta-feira;00:47;18:24:00;19:11:00;25,805079;44,860695
RJ;AVENIDA BRASIL;2;11/10/2019;Sexta-feira;00:35;16:35:00;17:10:00;18,740674;44,048178
RJ;TODA FORMA DE AMAR;2;11/10/2019;Sexta-feira;00:30;17:54:00;18:24:00;19,376171;40,951428
RJ;ERAMOS SEIS;2;11/10/2019;Sexta-feira;00:50;18:24:00;19:14:00;21,607834;42,230487
RJ;ERAMOS SEIS;2;12/10/2019;Sábado;00:44;18:33:00;19:17:00;18,124938;40,035128
RJ;AVENIDA BRASIL;2;14/10/2019;Segunda-feira;01:15;16:41:00;17:56:00;17,966417;41,247913
RJ;TODA FORMA DE AMAR;2;14/10/2019;Segunda-feira;00:32;17:56:00;18:28:00;19,19167;38,844405
RJ;ERAMOS SEIS;2;14/10/2019;Segunda-feira;00:45;18:28:00;19:13:00;24,068533;43,663193
RJ;AVENIDA BRASIL;2;15/10/2019;Terça-feira;01:01;17:02:00;18:03:00;18,864232;38,582751
RJ;TODA FORMA DE AMAR;2;15/10/2019;Terça-feira;00:33;18:03:00;18:36:00;19,850054;37,487748
RJ;ERAMOS SEIS;2;15/10/2019;Terça-feira;00:45;18:36:00;19:21:00;23,44236;42,48075
RJ;AVENIDA BRASIL;2;16/10/2019;Quarta-feira;00:54;16:43:00;17:37:00;17,540296;38,724064
RJ;TODA FORMA DE AMAR;2;16/10/2019;Quarta-feira;00:30;17:37:00;18:07:00;17,242862;35,90383
RJ;ERAMOS SEIS;2;16/10/2019;Quarta-feira;00:42;18:07:00;18:49:00;20,694269;39,189605
RJ;AVENIDA BRASIL;2;17/10/2019;Quinta-feira;01:13;16:45:00;17:58:00;17,823099;38,71806
RJ;TODA FORMA DE AMAR;2;17/10/2019;Quinta-feira;00:31;17:58:00;18:29:00;18,146669;36,655439
RJ;ERAMOS SEIS;2;17/10/2019;Quinta-feira;00:45;18:29:00;19:14:00;21,626536;40,904766
RJ;AVENIDA BRASIL;2;18/10/2019;Sexta-feira;01:09;16:41:00;17:50:00;17,160258;41,269381
RJ;TODA FORMA DE AMAR;2;18/10/2019;Sexta-feira;00:30;17:50:00;18:20:00;18,784099;39,993209
RJ;ERAMOS SEIS;2;18/10/2019;Sexta-feira;00:50;18:20:00;19:10:00;22,098234;43,431534
RJ;ERAMOS SEIS;2;19/10/2019;Sábado;00:41;18:40:00;19:21:00;20,729024;42,781012
RJ;AVENIDA BRASIL;2;21/10/2019;Segunda-feira;01:12;16:46:00;17:58:00;23,998267;44,024989
RJ;TODA FORMA DE AMAR;2;21/10/2019;Segunda-feira;00:32;17:58:00;18:30:00;24,230036;40,019709
RJ;ERAMOS SEIS;2;21/10/2019;Segunda-feira;00:45;18:30:00;19:15:00;28,013808;43,060515
RJ;AVENIDA BRASIL;2;22/10/2019;Terça-feira;01:05;17:00:00;18:05:00;21,690498;45,748053
RJ;TODA FORMA DE AMAR;2;22/10/2019;Terça-feira;00:28;18:05:00;18:33:00;22,975539;43,232249
RJ;ERAMOS SEIS;2;22/10/2019;Terça-feira;00:43;18:33:00;19:16:00;27,249634;46,827034
RJ;AVENIDA BRASIL;2;23/10/2019;Quarta-feira;00:53;16:42:00;17:35:00;21,782624;44,451513
RJ;TODA FORMA DE AMAR;2;23/10/2019;Quarta-feira;00:30;17:35:00;18:05:00;22,204379;42,594139
RJ;ERAMOS SEIS;2;23/10/2019;Quarta-feira;00:39;18:05:00;18:44:00;23,557487;41,497837
RJ;AVENIDA BRASIL;2;24/10/2019;Quinta-feira;01:03;16:53:00;17:56:00;21,045743;44,766902
RJ;TODA FORMA DE AMAR;2;24/10/2019;Quinta-feira;00:30;17:56:00;18:26:00;22,053658;42,604225
RJ;ERAMOS SEIS;2;24/10/2019;Quinta-feira;00:42;18:26:00;19:08:00;25,276811;43,943679
RJ;AVENIDA BRASIL;2;25/10/2019;Sexta-feira;01:06;16:49:00;17:55:00;19,56854;42,955758
RJ;TODA FORMA DE AMAR;2;25/10/2019;Sexta-feira;00:31;17:55:00;18:26:00;19,575752;39,15263
RJ;ERAMOS SEIS;2;25/10/2019;Sexta-feira;00:45;18:26:00;19:11:00;24,624664;44,853645
RJ;ERAMOS SEIS;2;26/10/2019;Sábado;00:41;18:35:00;19:16:00;22,176075;41,720795
RJ;AVENIDA BRASIL;2;28/10/2019;Segunda-feira;01:16;16:42:00;17:58:00;21,292699;46,170017
RJ;TODA FORMA DE AMAR;2;28/10/2019;Segunda-feira;00:29;17:58:00;18:27:00;22,692919;43,158528
RJ;ERAMOS SEIS;2;28/10/2019;Segunda-feira;00:46;18:27:00;19:13:00;26,776818;46,706399
RJ;AVENIDA BRASIL;2;29/10/2019;Terça-feira;01:12;16:39:00;17:51:00;19,406197;43,849188
RJ;TODA FORMA DE AMAR;2;29/10/2019;Terça-feira;00:29;17:51:00;18:20:00;20,911434;40,922971
RJ;ERAMOS SEIS;2;29/10/2019;Terça-feira;00:51;18:20:00;19:11:00;23,621867;43,717682
RJ;AVENIDA BRASIL;2;30/10/2019;Quarta-feira;00:53;16:38:00;17:31:00;17,164873;39,275476
RJ;TODA FORMA DE AMAR;2;30/10/2019;Quarta-feira;00:29;17:31:00;18:00:00;17,334551;36,011406
RJ;ERAMOS SEIS;2;30/10/2019;Quarta-feira;00:39;18:00:00;18:39:00;20,171735;37,875676
RJ;AVENIDA BRASIL;2;31/10/2019;Quinta-feira;01:05;16:52:00;17:57:00;20,358906;44,101718
RJ;TODA FORMA DE AMAR;2;31/10/2019;Quinta-feira;00:29;17:57:00;18:26:00;18,74218;36,488293
RJ;ERAMOS SEIS;2;31/10/2019;Quinta-feira;00:46;18:26:00;19:12:00;23,897655;42,362115
RJ;AVENIDA BRASIL;2;01/11/2019;Sexta-feira;01:09;16:57:00;18:06:00;18,820741;42,634193
RJ;TODA FORMA DE AMAR;2;01/11/2019;Sexta-feira;00:27;18:06:00;18:33:00;19,546654;40,244162
RJ;ERAMOS SEIS;2;01/11/2019;Sexta-feira;00:44;18:33:00;19:17:00;23,514271;45,186948
RJ;ERAMOS SEIS;2;02/11/2019;Sábado;00:46;18:31:00;19:17:00;19,423594;39,735584
RJ;AVENIDA BRASIL;2;04/11/2019;Segunda-feira;01:16;16:37:00;17:53:00;17,365662;40,107564
RJ;TODA FORMA DE AMAR;2;04/11/2019;Segunda-feira;00:31;17:53:00;18:24:00;19,493401;39,579025
RJ;ERAMOS SEIS;2;04/11/2019;Segunda-feira;00:49;18:24:00;19:13:00;23,750985;43,648716
RJ;AVENIDA BRASIL;2;05/11/2019;Terça-feira;01:13;16:49:00;18:02:00;18,793422;42,697217
RJ;TODA FORMA DE AMAR;2;05/11/2019;Terça-feira;00:30;18:02:00;18:32:00;20,09382;40,665468
RJ;ERAMOS SEIS;2;05/11/2019;Terça-feira;00:44;18:32:00;19:16:00;23,568052;43,256043
RJ;AVENIDA BRASIL;2;06/11/2019;Quarta-feira;00:52;16:48:00;17:40:00;20,124121;40,692553
RJ;TODA FORMA DE AMAR;2;06/11/2019;Quarta-feira;00:32;17:40:00;18:12:00;19,138054;36,038053
RJ;ERAMOS SEIS;2;06/11/2019;Quarta-feira;00:41;18:12:00;18:53:00;22,115909;38,047558
RJ;AVENIDA BRASIL;2;07/11/2019;Quinta-feira;01:10;16:47:00;17:57:00;17,733264;39,357945
RJ;TODA FORMA DE AMAR;2;07/11/2019;Quinta-feira;00:31;17:57:00;18:28:00;18,951627;36,62973
RJ;ERAMOS SEIS;2;07/11/2019;Quinta-feira;00:48;18:28:00;19:16:00;25,028216;43,407567
RJ;AVENIDA BRASIL;2;08/11/2019;Sexta-feira;00:59;16:47:00;17:46:00;19,820357;41,175479
RJ;TODA FORMA DE AMAR;2;08/11/2019;Sexta-feira;00:32;17:46:00;18:18:00;18,682637;35,943888
RJ;ERAMOS SEIS;2;08/11/2019;Sexta-feira;00:50;18:18:00;19:08:00;23,190908;40,87782
RJ;ERAMOS SEIS;2;09/11/2019;Sábado;00:43;18:36:00;19:19:00;21,706065;42,338128
RJ;AVENIDA BRASIL;2;11/11/2019;Segunda-feira;01:24;16:40:00;18:04:00;20,709582;37,431213
RJ;TODA FORMA DE AMAR;2;11/11/2019;Segunda-feira;00:32;18:04:00;18:36:00;22,429064;36,255622
RJ;ERAMOS SEIS;2;11/11/2019;Segunda-feira;00:44;18:36:00;19:20:00;26,548782;40,088715
RJ;AVENIDA BRASIL;2;12/11/2019;Terça-feira;01:14;16:52:00;18:06:00;22,470962;42,745465
RJ;TODA FORMA DE AMAR;2;12/11/2019;Terça-feira;00:29;18:06:00;18:35:00;22,732538;38,599124
RJ;ERAMOS SEIS;2;12/11/2019;Terça-feira;00:40;18:35:00;19:15:00;26,546837;42,603038
RJ;AVENIDA BRASIL;2;13/11/2019;Quarta-feira;01:14;16:47:00;18:01:00;19,14501;41,732873
RJ;TODA FORMA DE AMAR;2;13/11/2019;Quarta-feira;00:29;18:01:00;18:30:00;20,168113;39,989285
RJ;ERAMOS SEIS;2;13/11/2019;Quarta-feira;00:46;18:30:00;19:16:00;25,026688;45,384467
RJ;AVENIDA BRASIL;2;14/11/2019;Quinta-feira;01:14;16:44:00;17:58:00;21,460158;42,038272
RJ;TODA FORMA DE AMAR;2;14/11/2019;Quinta-feira;00:32;17:58:00;18:30:00;21,978783;39,194785
RJ;ERAMOS SEIS;2;14/11/2019;Quinta-feira;00:43;18:30:00;19:13:00;26,414787;44,327676
RJ;AVENIDA BRASIL;2;15/11/2019;Sexta-feira;00:43;17:19:00;18:02:00;24,857286;45,253852
RJ;TODA FORMA DE AMAR;2;15/11/2019;Sexta-feira;00:29;18:02:00;18:31:00;23,585841;41,306278
RJ;ERAMOS SEIS;2;15/11/2019;Sexta-feira;00:48;18:31:00;19:19:00;27,143914;44,805673
RJ;ERAMOS SEIS;2;16/11/2019;Sábado;00:43;18:35:00;19:18:00;20,089543;41,225099
RJ;AVENIDA BRASIL;2;18/11/2019;Segunda-feira;01:15;16:39:00;17:54:00;20,9911;41,417915
RJ;TODA FORMA DE AMAR;2;18/11/2019;Segunda-feira;00:31;17:54:00;18:25:00;22,805946;41,47141
RJ;ERAMOS SEIS;2;18/11/2019;Segunda-feira;00:44;18:25:00;19:09:00;26,650753;43,908833
RJ;AVENIDA BRASIL;2;19/11/2019;Terça-feira;01:02;17:01:00;18:03:00;20,949423;42,361926
RJ;TODA FORMA DE AMAR;2;19/11/2019;Terça-feira;00:30;18:03:00;18:33:00;20,651397;37,912716
RJ;ERAMOS SEIS;2;19/11/2019;Terça-feira;00:42;18:33:00;19:15:00;23,620223;40,717009
RJ;AVENIDA BRASIL;2;20/11/2019;Quarta-feira;01:08;16:53:00;18:01:00;22,015281;41,247844
RJ;TODA FORMA DE AMAR;2;20/11/2019;Quarta-feira;00:30;18:01:00;18:31:00;21,913961;38,148259
RJ;ERAMOS SEIS;2;20/11/2019;Quarta-feira;00:42;18:31:00;19:13:00;25,754123;42,546392
RJ;AVENIDA BRASIL;2;21/11/2019;Quinta-feira;01:09;16:51:00;18:00:00;21,028611;45,447778
RJ;TODA FORMA DE AMAR;2;21/11/2019;Quinta-feira;00:28;18:00:00;18:28:00;20,91058;41,480759
RJ;ERAMOS SEIS;2;21/11/2019;Quinta-feira;00:45;18:28:00;19:13:00;24,35989;44,440646
RJ;AVENIDA BRASIL;2;22/11/2019;Sexta-feira;01:05;16:52:00;17:57:00;19,442066;45,223696
RJ;TODA FORMA DE AMAR;2;22/11/2019;Sexta-feira;00:30;17:57:00;18:27:00;19,303864;41,419395
RJ;ERAMOS SEIS;2;22/11/2019;Sexta-feira;00:48;18:27:00;19:15:00;23,909248;46,892116
RJ;AVENIDA BRASIL;2;25/11/2019;Segunda-feira;01:15;16:38:00;17:53:00;20,615655;44,986268
RJ;TODA FORMA DE AMAR;2;25/11/2019;Segunda-feira;00:31;17:53:00;18:24:00;21,691365;41,597998
RJ;ERAMOS SEIS;2;25/11/2019;Segunda-feira;00:45;18:24:00;19:09:00;23,303097;41,515599
RJ;AMOR DE MAE;2;25/11/2019;Segunda-feira;01:05;21:23:00;22:28:00;37,769909;54,617332
RJ;AVENIDA BRASIL;2;26/11/2019;Terça-feira;01:05;16:42:00;17:47:00;17,122411;39,769696
RJ;TODA FORMA DE AMAR;2;26/11/2019;Terça-feira;00:31;17:47:00;18:18:00;16,956996;36,674359
RJ;ERAMOS SEIS;2;26/11/2019;Terça-feira;00:49;18:18:00;19:07:00;20,705933;38,905841
RJ;AMOR DE MAE;2;26/11/2019;Terça-feira;01:11;21:20:00;22:31:00;35,215158;52,524357
RJ;AVENIDA BRASIL;2;27/11/2019;Quarta-feira;00:46;16:51:00;17:37:00;17,176612;40,507416
RJ;TODA FORMA DE AMAR;2;27/11/2019;Quarta-feira;00:29;17:37:00;18:06:00;16,545251;36,919976
RJ;ERAMOS SEIS;2;27/11/2019;Quarta-feira;00:41;18:06:00;18:47:00;18,663877;37,665067
RJ;AMOR DE MAE;2;27/11/2019;Quarta-feira;00:48;20:33:00;21:21:00;30,785965;48,665648
RJ;AVENIDA BRASIL;2;28/11/2019;Quinta-feira;01:07;16:38:00;17:45:00;19,37787;37,430843
RJ;TODA FORMA DE AMAR;2;28/11/2019;Quinta-feira;00:33;17:45:00;18:18:00;21,371052;38,069566
RJ;ERAMOS SEIS;2;28/11/2019;Quinta-feira;00:51;18:18:00;19:09:00;24,212457;40,366676
RJ;AMOR DE MAE;2;28/11/2019;Quinta-feira;01:22;21:27:00;22:49:00;34,952149;52,552773
RJ;AVENIDA BRASIL;2;29/11/2019;Sexta-feira;01:06;16:46:00;17:52:00;18,368399;41,405639
RJ;TODA FORMA DE AMAR;2;29/11/2019;Sexta-feira;00:32;17:52:00;18:24:00;19,422095;38,518228
RJ;ERAMOS SEIS;2;29/11/2019;Sexta-feira;00:52;18:24:00;19:16:00;22,472469;41,846871
RJ;AMOR DE MAE;2;29/11/2019;Sexta-feira;01:16;21:24:00;22:40:00;31,89957;51,935577
RJ;ERAMOS SEIS;2;30/11/2019;Sábado;00:45;18:31:00;19:16:00;18,759837;40,124563
RJ;AMOR DE MAE;2;30/11/2019;Sábado;00:56;21:25:00;22:21:00;25,718896;47,581475
RJ;AVENIDA BRASIL;2;02/12/2019;Segunda-feira;01:13;16:45:00;17:58:00;22,899487;44,303143
RJ;TODA FORMA DE AMAR;2;02/12/2019;Segunda-feira;00:29;17:58:00;18:27:00;23,274382;40,352751
RJ;ERAMOS SEIS;2;02/12/2019;Segunda-feira;00:45;18:27:00;19:12:00;26,445517;42,801452
RJ;AMOR DE MAE;2;02/12/2019;Segunda-feira;01:17;21:18:00;22:35:00;34,381926;49,583024
RJ;AVENIDA BRASIL;2;03/12/2019;Terça-feira;01:04;16:46:00;17:50:00;19,784618;42,029185
RJ;TODA FORMA DE AMAR;2;03/12/2019;Terça-feira;00:31;17:50:00;18:21:00;20,719676;39,136676
RJ;ERAMOS SEIS;2;03/12/2019;Terça-feira;00:51;18:21:00;19:12:00;24,659064;44,288283
RJ;AMOR DE MAE;2;03/12/2019;Terça-feira;01:06;21:16:00;22:22:00;33,289573;49,059202
RJ;AVENIDA BRASIL;2;04/12/2019;Quarta-feira;00:52;16:41:00;17:33:00;16,021435;37,66174
RJ;TODA FORMA DE AMAR;2;04/12/2019;Quarta-feira;00:32;17:33:00;18:05:00;17,240847;36,336097
